"Emissiebronnen";"Emissies naar lucht";"Perioden";"Emissies naar lucht (mln kg)"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2007";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2008";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2009";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2010";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2011";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2012";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2013";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2014";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2015";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2016";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2017";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2018";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2019";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2020";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2021";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2022";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2023*";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"1990";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"1995";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2000";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2001";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2002";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2003";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2004";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2005";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2006";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2007";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2008";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2009";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2010";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2011";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2012";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2013";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2014";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2015";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2016";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2017";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2018";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2019";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2020";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2021";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2022";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Ammoniak (NH3)";"2023*";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"1990";"    20.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"1995";"    18.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2000";"    18.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2001";"    19.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2002";"    19.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2003";"    18.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2004";"    19.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2005";"    19.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2006";"    18.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2007";"    18.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2008";"    18.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2009";"    18.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2010";"    18.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2011";"    18.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2012";"    17.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2013";"    17.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2014";"    17.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2015";"    17.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2016";"    17.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2017";"    17.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2018";"    16.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2019";"    15.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2020";"    12.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2021";"    12.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2022";"    11.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2023*";"     9.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"1990";"     1.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"1995";"     2.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2000";"     0.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2001";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2002";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2003";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2004";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2005";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2006";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2007";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2008";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2009";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2010";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2011";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2012";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2013";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2014";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2015";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2016";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2017";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2018";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2019";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2020";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2021";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2022";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2023*";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"1990";"    11.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"1995";"     5.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2000";"     3.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2001";"     2.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2002";"     2.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2003";"     2.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2004";"     1.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2005";"     1.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2006";"     1.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2007";"     1.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2008";"     0.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2009";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2010";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2011";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2012";"     0.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2013";"     0.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2014";"     0.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2015";"     0.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2016";"     1.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2017";"     1.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2018";"     1.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2019";"     1.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2020";"     1.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2021";"     1.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2022";"     1.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"NMVOS";"2023*";"     1.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"1990";"     3.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"1995";"     2.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2000";"     2.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2001";"     2.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2002";"     2.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2003";"     2.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2004";"     2.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2005";"     2.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2006";"     1.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2007";"     1.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2008";"     1.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2009";"     1.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2010";"     1.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2011";"     1.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2012";"     1.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2013";"     0.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2014";"     0.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2015";"     0.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2016";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2017";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2018";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2019";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2020";"     0.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2021";"     0.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2022";"     0.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM10 (fijn stof)";"2023*";"     0.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"1990";"     3.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"1995";"     2.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2000";"     2.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2001";"     2.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2002";"     2.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2003";"     2.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2004";"     2.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2005";"     1.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2006";"     1.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2007";"     1.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2008";"     1.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2009";"     1.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2010";"     1.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2011";"     0.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2012";"     0.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2013";"     0.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2014";"     0.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2015";"     0.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2016";"     0.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2017";"     0.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2018";"     0.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2019";"     0.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2020";"     0.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2021";"     0.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2022";"     0.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2023*";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"1990";"    46.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"1995";"    31.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2000";"    16.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2001";"    14.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2002";"    12.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2003";"    11.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2004";"    10.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2005";"     8.6"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2006";"     7.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2007";"     6.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2008";"     5.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2009";"     4.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2010";"     3.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2011";"     3.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2012";"     3.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2013";"     3.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2014";"     2.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2015";"     2.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2016";"     2.7"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2017";"     2.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2018";"     2.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2019";"     2.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2020";"     2.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2021";"     3.4"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2022";"     3.8"
"Wegverkeer; lichte bedrijfsvoertuigen";"Koolmonoxide (CO)";"2023*";"     4.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"1990";"  5400.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"1995";"  5900.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2000";"  6000.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2001";"  5800.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2002";"  5800.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2003";"  5800.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2004";"  5800.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2005";"  5800.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2006";"  6000.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2007";"  6200.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2008";"  6400.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2009";"  6400.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2010";"  6300.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2011";"  6300.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2012";"  6200.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2013";"  5900.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2014";"  5900.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2015";"  6100.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2016";"  6400.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2017";"  6500.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2018";"  6600.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2019";"  6600.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2020";"  6600.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2021";"  6800.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2022";"  7000.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Kooldioxide (CO2)";"2023*";"  6800.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"1990";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"1995";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2000";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2001";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2002";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2003";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2004";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2005";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2006";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2007";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2008";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2009";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2010";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2011";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2012";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2013";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2014";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2015";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2016";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2017";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2018";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2019";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2020";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2021";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2022";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Methaan (CH4)";"2023*";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"1990";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"1995";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2000";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2001";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2002";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2003";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2004";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2005";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2006";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2007";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2008";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2009";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2010";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2011";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2012";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2013";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2014";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2015";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2016";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2017";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2018";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2019";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2020";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2021";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2022";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Distikstofoxide (N20)";"2023*";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"1990";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"1995";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2000";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2001";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2002";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2003";"     0.0"
